form	lemma	POS	morph
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
རྣག་པ་	རྣག་པ་	NOUN
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
ཁ་འཇམ་	ཁ་འཇམ་	NO_POS
ལྕེ་	ལྕེ་	NOUN
ཡི་	གི་	PART
བལྡག་པ་	བལྡག་པ་	NO_POS
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
མི་གཙང་	མི་གཙང་	NO_POS
དྲི་མ་	དྲི་མ་	NOUN
ཁ་རུ་	ཁ་རུ་	NO_POS
སོང་བ་	སོང་བ་	VERB
ན་	ལ་	PART
། །		PUNCT
སྣང་བ་	སྣང་བ་	VERB
ཞེན་པ་	ཞེན་པ་	VERB
མ་	མ་	PART
ལོག་	ལོག་	VERB
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
༑ ༑		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ཉིན་མཚན་	ཉིན་མཚན་	ADV
མེད་པ་	མེད་པ་	VERB
རུམ་	རུམ་	NOUN
ཁུང་	ཁུང་	NOUN
དྲོན་མོ་	དྲོན་མོ་	OTHER
ར་	ལ་	PART
བཅུག་	བཅུག་	VERB
༑		PUNCT
མཆན་	མཆན་	NOUN
ཁ་	ཁ་	PRON
ར་	ལ་	PART
འབྲལ་	འབྲལ་	NO_POS
མེད་	མེད་	VERB
གཏུགས་པ་	གཏུགས་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
།།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ནུབ་མོ་	ནུབ་མོ་	NOUN
གཏི་མུག་	གཏི་མུག་	NOUN
གཉིད་	གཉིད་	NOUN
ཀྱིས་	གིས་	PART
ཁྱེར་བ་	ཁྱེར་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
མ་	མ་	PART
དག་	དག་	DET
ནུབ་	ནུབ་	ADV
གཉིད་	གཉིད་	NOUN
ཆགས་པ་	ཆགས་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
པང་	པང་	NOUN
དུ་	ལ་	PART
འཇམ་	འཇམ་	VERB
ཞིང་	ཅིང་	PART
བཀོད་པ་	བཀོད་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
སེམས་	སེམས་	NOUN
ལ་	ལ་	PART
དགའ་སྤྲོ་	དགའ་སྤྲོ་	NOUN
འཛོམས་པ་	འཛོམས་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
"།

།"		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
གཡོ་	གཡོ་	VERB
ཞིང་	ཅིང་	PART
དུབ་པ་	དུབ་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
སྟོན་པ་	སྟོན་པ་	NOUN
། །		PUNCT
མི་	མི་	PART
བཟོད་	བཟོད་	VERB
ནུ་ཞོ་	ནུ་ཞོ་	NOUN
བསྣུན་པ་	བསྣུན་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
།།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
གཉིད་དུས་	གཉིད་དུས་	NO_POS
མིག་	མིག་	NOUN
ལ་	ལ་	PART
སེ་	སེ་	NO_POS
ར་	ལ་	PART
བུ་	བུ་	NOUN
ཕོག་པ་	ཕོག་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
། །		PUNCT
ཚ་གྲང་	ཚ་གྲང་	NOUN
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
སྐྱོབས་པ་	སྐྱོབས་པ་	VERB
འི་	གི་	PART
དྲིན་	དྲིན་	NOUN
ཆེན་མ་	ཆེན་མ་	NOUN
། །		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
སྙིང་	སྙིང་	NOUN
རེ་	རེ་	DET
རྗེ་	རྗེ་	NO_POS
། །		PUNCT
སྤྱན་རས་	སྤྱན་རས་	NO_POS
གཟིགས་	གཟིགས་	VERB
ཀྱིས་	གིས་	PART
ལམ་སྣ་	ལམ་སྣ་	NOUN
དྲང་	དྲང་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
མ་ཎི་	མ་ཎི་	OTHER
པདྨེ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
རང་	རང་	PRON
ལུས་	ལུས་	NOUN
རང་	རང་	PRON
གིས་	གིས་	PART
སྲུང་	སྲུང་	VERB
རྩིས་མེད་པ་	རྩིས་མེད་པ་	NO_POS
འི་	གི་	PART
དུས་	དུས་	NOUN
། །		PUNCT
ན་བཟའ་	ན་བཟའ་	NOUN
གཙང་	གཙང་	PROPN
འཇམ་	འཇམ་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
